hy	hij
droegense	droegen_hen
droegen't	droegen
droegen'[se	droegen_ze
droefenisse	droefenis
droechse	droeg
dringht	dringt
dringet	dringt
drinckerye	drinkerij
drinckerien	drinkerijen
drinckbekers	drinkbekers
drinckbacken	drinkbakken
drinckback	drinkbak
drinck-schale	drinkschaal
drinck-bekeren	drinkbekers
drinck-backen	drinkbakken
drillinge	drilling
drijvese	drijve_hen
drijvense	drijven_zij
drijvenden	drijvenden
drijvende	drijvende
drijve	drijve
drielinck	drieling
driehondert	driehonderd
drie-voudich	drievoudig
drie-jarigen	driejarigen
drie-ende-veertich	drie_en_veertig
drie-en-twintich	drie_twintig
drickt	drinkt
dreygingen	dreigingen
dreyghden'se	dreigden_hen
dreygen	dreigen
dreygde	dreigde
drevense	dreven
drencktese	drenkte_hen
drencktense	drenkten_hen
dreefse	dreef
dreef'se	dreef_hen
drecks	drek
dreckhoop	drekhoop
dray-windt	draaiwind
drank-offer-schalen	drankofferschalen
drancken	dranken
dranck-offers	drankofferen
dranck-offer-schalen	drankoffer-schalen
draken-wooninge	drakenwoning
draken-fonteyne	drakenfontein
dragense	dragen
draf	draf
draeyt	draait
draeyense	draaien_ze
draey-wint	draaiwind
draegtse	ze_draagt
draegende	dragende
draegboom	draagboom
draeg-boom	draagboom
draeg	draag
draecks	draaks
draech-stock	draagstok
draech	draag
doyers	dooiers
dorstighen	dorstige
dorsschinge	dorsing
dorschte	dorste
dorschedet	dorstet
dorschede	dorste
dorsch-wagen	dorswagen
dorsch-tijt	dorstijd
dorsch-slede	dorsslede
dorsch	dors
dorricheyt	dorrigheid
dorren	dorren
dorre-plaetsen	dorre_plaatsen
dorps-wijse	dorpsgewijze
dorpels	dorpels
dorp-steden	dorpsteden
dorp-lieden	dorplieden
dorp-lant	dorpland
dorfden	durfden
dopten	doopten
dopt	doopt
doppe	dope
dootsteke	doodsteek
dootsloegh	doodsloeg
dootslaet	doodslaat
dootslach	doodslag
dootlicken	dodelijken
dootgeslagen	doodgeslagen
doot-vyanden	doodsvijanden
doot-slagers	doodslagers
doot-slager	doodslager
doot-geslagene	doodgeslagenen
doot-geslagen	doodgeslagen
doot-brakende	doodbrakende
doorwondt	doorwondt
doorwondet	doorwond
doorwondedet	doorwonddet
doorwandelden	doorwandelden
doorwaeyt	doorwaai
doorvochticht	doorvochtigt
doorvlochten	doorvlochten
doortochten	doortochten
doortocht	doortocht
doorswelget	doorzwelgt
doorsuyveren	doorzuiveren
doorstekene	doorstokenen
doorsteeckt	doorsteek
doorspleten	doorspleten
doorsoeckende	doorzoekende
doorsoecke	doorzoeke
doorsneedt	doorsneed
doorsien	doorzien
doorschietende	doorschietende
doorreyst	doorreisd
doorreysen	doorreizen
doornhegge	doornheg
doornencroone	doornenkroon
doornen-boschs	doornenbos
doornagelt	doorgenageld
doorn-struyck	doornstruik
doorn-hegge	doornheg
doorn-hagen	doornhagen
doorn-bosschen	doornbossen
doorluchtigh	doorluchtig
doorluchtiger	doorluchtiger
doorlouteren	doorlouteren
doorloopende	doorlopende
doorloopen	doorlopen
doorkomt	doorkomt
doorklooftse	doorkloof_ze
doorkent	doorkend
doorgronde	doorgrond
doorgroef	doorgroef
doorgraeft	doorgraaft
doorgoten	doorgoten
doorginge	doorging
doorgevaren	doorgevaren
doorgesuert	doorgezuurd
doorgereyst	doorgereisd
doorgehouwen	doorgehouwen
doorgebrokene	doorgebrokene
doorgangangers	doorgangers
doorganck	doorgang
doorgaenden	doorgaanden
doorbrekingen	doorbrekingen
doorbreeckt	doorbreekt
doorbranden	doorbranden
doorbrack	doorbrak
doorbracht	doorbracht
door-wandelt	doorwandelt
door-wandelden	doorwandelden
door-treckt	doortrekt
door-suyveren	doorzuiveren
door-steeckt	doorsteek
door-soeckt	doorzoekt
door-soecken	doorzoeken
door-sneden	doorsneden
door-schietende	doorschietende
door-reysden	doorreisden
door-natte	doornat
door-nat	doornat
door-lekende	doorlekkende
door-knaecht	doorknaagd
door-graven	doorgraven
door-geboorden	doorgeboorden
door-een-vermengt	dooreen_vermengd
door-brenger	doorbrenger
door-breker	doorbreker
door-breken	doorbreken
door-boort	doorboort
door-boordet	doorboordet
doolt	dool
doodts-beenderen	doodsbeenderen
doodt-slagers	doodslagers
doodt-slag	doodslag
doodslagh	doodslag
doodslagen	doodslagen
doods-[gevaer	doods_gevaar
doodese	dode_ze
doodense	doden_hen
dooden-rouwe	dodenrouw
doodelicks	dodelijks
doodelick	dodelijk
doodde'se	doodde_ze
dood-geslagen	doodgeslagen
donderslagh	donderslag
donckerheden	donkerheden
doms	heiligdom
doe’t	doe
doetter	doe_er
doetmen	doet_men
doeter	doet_er
doet[se	doe_ze
doestreden	toen_streden
doense’t	doen
doene	doen
doenders	daders
doemen	toen_men
doele	doel
doel-wit	doelwit
doeh	toch
dochtenen	dochters
dochte	dacht
dobbelhertigh	dubbelhartig
dobbelhertige	dubbelhartigen
dobbeler	dubbele
dobbelen	dubbelen
dobbel-loons	dubbel-loons-dagloner
dit-henen	dit_henen
disselboomen	disselbomen
disons	dison
disipelen	discipelen
discipels	discipels
discipelinne	discipelin
diphat	difath
diotrephes	diotrefes
dinghs	dings
dingh	ding
dinaiten	dinaieten
dimons	dimon
dijssel-boomen	disselbomen
dieverye	dieverij
diesgelijcx	diesgelijks
dieselve	diezelve
diers	dier
diergelijcks	dergelijks
dierbaerder	dierbaarder
dien’t	die
dientmaecht	dienstmaagd_aan
dienstvry	dienstvrij
dienstmaegt	slavin
dienstmaeghd	slavin
dienstmaegden	dienstmaagden
dienstmaechts	slavin
dienstbare	dienstbare
dienstbaerheydt	dienstbaarheid
dienst-volck	dienstvolk
dienst-maegt	slavin
dienst-knechts	dienstknechts
diense	dien_zij
dienmen	die_men
dienens	dienens
diendet	diendet
dienaeresse	dienares
dienaeren	dienaren
dien]sy	dien_zij
diefs	dief
dieflick	diefelijk
die[se	die_ze
dickmaels	dikmaals
dicken	dik
dichticheyt	dichtigheid
dichtet	dicht
dicht-werck	dicht_werk
diblath	diblath
diblaim	diblaim
diamants	diamants
diamanten	diamanten
di-zahab	dizahab
dezee	zee
deyldense	deelden_hen
deylden	deelden
dewijlse	dewijl_zij
dewelke	die
devrouwe	vrouw
deurwaerster	deurwaarster
deur-waerster	deurwaarster
deur-wachters	deurwachters
deur-wachter	deurwachter
deunen	deunen
deughden	deugden
deuchdelicke	deugdelijke
dessoons	den_zoon
desselfs	zijn
desgelijkcks	desgelijks
desedingen	deze_dingen
desan	desan
des-halven	deshalve
derven	derven
dertighste	dertigste
dertigen	dertigen
dertige	dertig
dertiene	dertien
dermen	darmen
derdemael	derde_maal
derde-mael	derde_maal
denselven	denzelven
denonbekenden	den_onbekenden
denningen	denningen
dennen-houte	dennenhout
dennen-hout	dennenhout
dennen-boomen	dennenbomen
denne-boom	denneboom
denckende	denkende
dempen	dempen
demetrio	aan_demetrius
delgen	delgen
delge	delg
dehuëls	dehuël
dehaviten	dehavieten
dege	terdege
defticheyt	deftigheid
deessem	desem
deerlick	deerlijk
deelende	delende_aan
deeldese	deelde_ze
deel-genooten	mededeelgenoten
deegs	deeg
deech-klompen	deegklompen
deden’t	deden
deden'se	deden_hen
dedans	dedan
dedanim	dedanieten
deckte’t	dekte
deckten	dekten
decke	dekke
deck-schotelen	dekschotels
deck-cleedt	dekkleed
debirs	debir
dear	daartoe
deapostelen	apostelen
dauwe	dauw
datt’et	dat
datte’t	dat
dats’et	dat_zij
datselve	dat
datse't	dat_zij
datmender	dat_men_er
dassevellen	dassenvellen
dassenvellen	dassenvellen
dassen-decksel	dassendeksel
das	das
darnae	daarna
dapperlick	dapperlijk
dapperheyt	dapperheid
danssen	dansen
dannoch	dan_nog
danke	dank
daniters	daniet
daniels	daniël
dander	dan_er
dande	dan
dancksegginghe	dankzegging
danckseggende	dankzeggende
dancket	dankt
danckchooren	dankkoren
danckbaerheyt	dankbaarheid
danckbaer	dankbaar
danck-seggende	dankzeggende
danck-segge	dankzeg
danck-offert	dankoffert
danck-chooren	dankkoren
danck-choor	dankkoor
dan-iäan	dan-jaan
damscus	damascus
dammim	dammim
damascener	damaskener
damacus	damascus
dalphon	dalfon
dalmatien	dalmatië
dalende	dalende
dalan	dalan
dahub	dahub
dagh-reyse	dagreize
dagenuwes	dagen_uws
dagelijcksche	dagelijkse
dagelicksche	dagelijkse
dagelicksch	dagelijks
daeuw	dauw
daeruyt	daaruit
daerover	daarover
daer-toe	daartoe
daer-en-tusschen	daarentussen
daer-en-boven	daarenboven
daecken	daken
dade	daad
dachvaerden	dagvaarden
dachtse	dacht_ze
dachs	dag
dachordeninge	dagordening
dach-werck	dagwerk
dach-reyse	dagreis
dach-ordeninge	dagorde
dach-mate	dagmaat
dabid	david
da	waar
d'uytleggingen	uitleggingen
d'overzijde	overzijde
d'oude	oude
d'oogen	de_ogen
d'ooge	het_oog
d'onderste	onderste
d'eerste	de_eerste
d'arm-ringen	armringen
d'alabaster-flessche	albasten_fles
d'achterste	achterste
cyro	cyrus
cyreneische	cyreneïsche
cyreneers	cyreneërs
cyprische	cyprische
cypressen-boom	cypressenboom
cypressen	cipressen
cuyschen	kuisen
cuypen	kuipen
cuyls	kuils
cuylen	kuilen
cuta	chuta
custe	kuste
cussingen	kussingen
cusseden	kusten
cusans	van_kusan
cuddeken	kuddeken
cub	cub
cruysten	kruisten
cruydeniers	kruideniers
crucigen	kruisigen
croont	kroont
croonende	kronende
cromme-wegen	kromme_wegen
crocodyl	krokodil
cristallinen	kristallijnen
cristal	kristal
crispum	krispus
crijsch-man	krijgsman
crijgsknechten	krijgsknechten
crijghsvolck	krijgsvolk
crijghsluyden	krijgslieden
crijghs	oorlog
crijghde	krijgde
crijgen	krijgen
crijge	krijge
crijchs-heyren	krijgsheiren
crijchs-heyr	krijgsheir
creupelen	kreupele
creupel	kreupel
cretensen	kretensen
crescens	krescens
creaturen	kreaturen
creature	kreature
crantsen	kransen
crane	kraan
crancken	kranken
cramery	kramerij
cramers	kramers
crakeelingen	krakelingen
craeyen	kraaien
craen	kraan
crackeel	krakeel
crachtige	krachtige
cozeba	chozeba
covis	kovis
cout	koud
coussebanden	kousebanden
coud	koud
costen	kosten
costeloos	kosteloos
costelicxte	kostelijkste
costelicke	kostelijke
coste	koste
cosam	kosam
cortsen	koortsen
corten	korten
cornelium	cornelius
coriander-zaet	korianderzaad
coriander	korianderzaad
coren	koren
core	korach
corban	korban
coperwercker	koperwerker
copers	kopers
coos	kos
coortse	koorts
coorn-]hoop	koren_hoop
coorden	koorden
coorde	koord
coopt't	koop
coopmans-waeren	koopmanswaren
coopman	koopman
cooplieden	kooplieden
cooper	koper
coop-gelt	koopgeld
coop	kooplieden
cool-vyer	kolenvuur
constenaer	kunstenaar
consten	kunsten
constelick-verdichte	kunstelijk_verdichte
connet	kunt
connende	kunnende
conink	koning
conincx-dal	koningsdal
conincks-huys	koningshuis
coninckrijks	koninkrijk
coninckrijcs	koninkrijks
coninckrijckx	koninkrijks
conincklijck	koninklijk
conincklicker	koninklijke
coninckijcke	koninkrijk
coninck-rijcke	koninkrijk
conijnken	konijntje
conijnen	konijnen
conickrijcke	koninkrijk
conen	kunnen
condet	kondet
concommeren	komkommers
concommer-hof	komkommerhof
concincx	koning
conania	chonanja
comt-aen	komt
colossen	kolosse
coloquinten	kolokwinten
colonie	kolonie
colomne	kolom
col-hose	kol-hose
coken	koken
coetzen	koetsen
coetse	koets
coestert	koestert
cochten	kochten
cnidus	knidus
cloppe	klop
clope	klopas
clooven	kloven
cloofde	kliefde
cloof	kloofde
clomp	klomp
clom	klom
cloecksinnige	kloekzinnige
cloeckheyt	kloekheid
cloecker	kloeker
cloeck	kloek
cleynoot	kleinood
cleynmoedige	kleinmoedigen
cleopas	kleopas
cleets	kleeds
cleeft	kleeft
cleefden	kleefden
cleeds	kleeds
cleedingen	kledingen
cleedet	kleedt
claudio	claudius
clauda	klauda
clapt	klapt
clappachtig	klapachtig
clagers	klagers
claerlick	klaarlijk
claeght	klaagt
claeg-liederen	klaagliederen
clachte	klacht
citheren	citeren
cilicia	cilicië
ciersel	voorhoofdsiersel
cierlicken	sierlijken
cieragien	sieradien
cieraet-tuych	sieraadtuig
chut	chut
chusim	chusim
chuse	chusas
chrysoprasus	chrysopraas
chrysolithus	chrysoliet
chronike	kronieken
chronijcke	kronieken
christe	christus
chosameus	chosameüs
chorve	chorvas
chor-asan	chor-asan
chonja	chonja
cholon	holon
chloës	chloe
chitttim	chittim
chittiten	chittieten
chisti	christus
chisloth-thabor	chisloth-thabor
chinneroth	cinneroth
chinnereth	cinnereth
chilions	chiljon
chetteen	chetteeërs
chet	cheth
chesulloth	chesulloth
cherubinen	cherubijnen
cheretim	cherethieten
cherethiten	cherethieten
cherethim	cheretim
chenaana	chenaana
chelubs	chelub
chelkias	chelkia
chelkath	chelkath-hazurim
cheldai	cheldai
chaseba	chaseba
chas	chazbaz
charnathalan	charnathalan
chanunei	chanun
chananeesche	kananese
chananeen	kanaänieten
chamoz	kamoz
chaldeus	chaldeüs
chaldeeusche	chaldeeuwse
chaldeers	chaldeer
chaldeer	chaldeer
chaggi	haggi
chabul	kabul
cetab	cetab
cesaree	cesarea
cesarea	cesarea
ceras	seras
cephe	cefas
cephar-haammonai	chefar-haammonai
cellen	cellen
cedron	kedron
cederen-plancken	cederen_planken
ceder-werck	cederwerk
ceder-boom	cederboom
cedelken	cedeltje
cazera	cazera
cathua	cathua
cathiras	cathiras
castijde	kastijd
castany-boomen	kastanjebomen
castanien	kastanje
casia	kassie
casareen	cesarea
carpum	karpus
carmoisin	karmozijn
carmoisijn	karmozijn
carmiten	karmieten
carmesijn	karmozijn
cariathiri	cariathiri
carchamys	karchamis_bij
carbonkel	karbonkel
cappadocien	kappadocië
cappadocia	cappadocië
caphtorim	caftorieten
caphthorim	cafthorieten
cantzelerie	kanselarij
canten	kanten
cant	kant
canse	kan_ze
canneel	kaneel
canne	kanne
candace	candace
cananites	kananites
cananiter	kanaänieten
cananiten	kananites
canaanitischer	kanaänietische
canaanitisch	kanaänietisch
campe	kamp
camerling	kamerling
camerkens	kamertjes
calno	kalno
calne	calne
calmes	kalmus
calebijt	kalebiet
calck	kalk
calamelali	kalamelali
cajapham	kajafas
cains	kaïn
caelheyt	kaalheid
cadmiël	kadmiël
cadkod	cadkod
cabul	kabul
byzijden	bezijden
bywooners	bijwoners
bywoonen	bijwonen
bywoonderen	bijwoners
byvoegen	bijvoegen
bytende	bijtende
bystaet	bijstaat
bystaen	daarbij_staan
bysonderen	bijzonderen
bysetten	bijzetten
bylight	bijligt
byliggende	bijliggende
bylegh	bijleg
bykomende	bijkomende
bykomen	bijeenkomen
byghestaen	bijgestaan
bygevoegt	bijgevoegd
byeenkomsten	bijeenkomsten
byeenkomste	bijeenkomst
by-kans	bijkans
by-een-roepen	bijeenroepen
by-comende	bijkomende
by-blijvende	bijblijvende
buyten’t	buiten
buytenwaerts	buitenwaarts
buyten[landsche	buiten_landse
buyten-werck	buitenwerk
buyten-poorte	buitenpoort
buyten-muer	buitenmuur
buyt-halsen	buithalzen
buyghde	boogt
buycx	buiks
busselen	busselen
burgt	burg
burger-recht	burgerrecht
burgemeesteren	burgemeesters
buni	buni
bunderen	bunderen
bundelken	bundeltje
bundelen	bundelen
bultachtich	die_bultachtig
buffelen	buffelen
buffel	buffel
buckte	bukte
buckt	bukt
bucki	bukki
bucket	bukt
bryselen	brijzelen
bruyt-schat	bruidschat
bruyn	bruin
bruylofts-kleet	bruiloftskleed
bruylofts-kleedt	bruiloftskleed
brullingen	brullingen
brullet	brult
brullens	brullens
brulle	brul
broot-[coorn	brood_koren
broosch	broos
broods	broods
brommen	brommen
broedtse	broedt
broecken	broeken
broe	broeder
brockskens	brokjes
brochtense	brachten_ze
brochten	brachten
brijselen	brijzelen
briet	braadde
briesschingen	briesingen
briesschende	briesende
brieschende	briesende
brieden	braadden
breydtse	breidt_ze
breydelt	breidelt
breyde	breide
breyddese	breidde
breydden	breidden
bresse	bresse
brengt’se	brengt_ze
brenghen	brengen
brekinge	breking
breket	breekt
brekender	breken_er
breete	breedte
breeder	breder
breedde	breedte
breecktse	breekt
breeckter	breekt_er
breeck	breek
brasserye	brasserij
brasser	brasser
brantstapel	brandstapel
brandtstapel	brandstapel
brandtkoorn	brandkoren
brandt-yser	brandijzer
brandt-stapels	brandstapel
brandt-offers	brandoffers
brandt-offeren	brandoffers
brandt-koorn	brandkoren
brandt-coorn	brandkoren
brandingen	brandingen
brandende-toornis	brandende_toorn_is
brandende-toorn	brandende_toorn
brandede	brandde
branddense	brandden_ze
brandden	brandden
brand-offers-altaer	brandofferaltaar
brand-offer-altaer	brandofferaltaar
bramen	bramen
braket	braakt
bragtse	bracht_die
braet	braadt
braem-bossches	braambos
braecklant	braakland
braeck-lant	braakland
brackse	brak_ze
brack'se	brak
brachtmen	bracht_men
brachtender	brachten_er
bracht-se	bracht
bozez	bozes
boxken	bokje
bovensten-molensteen	bovensten_molensteen
bovensten	bovenste
boven't	boven
bouwinge	bouwing
bouwdese	bouwde
bouwdense	bouwden_die
bouw-meester	bouwmeester
bottende	bottende
bosor	bosor
bornputten	bornputten
born-putten	bornputten
borduerders	borduurders
borduerder	borduurder
borchten	burchten
bootschapt’et	boodschapte
bootschapten’t	boodschapten_het
bootschaptent	boodschapten
bootschaptemen	boodschapte_men
bootschappers	boodschappers
bootschappe	boodschap
boots-gesellen	bootsgezellen
boots	boot
booste	booste
booslick	boselijk
boosdaden	boze_daden
boos-doenders	boosdoeners
boos-doenderen	boosdoeners
boomvrucht	boomvrucht
boog-schutters	boogschutters
boodtschapte	boodschapte
boodtschapt	boodschapt
boodtschappen	te_boodschappen
boodt	bood
bontgenooten	bondgenoten
bont-genooten	bondgenoten
bohans	bohan
bogenschutters	boogschutters
boerbesijen	moerbezienbomen
boelerye	boelerij
boeleringe	boelering
boeleerders	boeleerders
boec	boek
boden-loon	bodenloon
bocxkens	bokjes
bockskens	bokken
bocksken	bokje
bocken-bloet	bokkenbloed
bocca	bokka
blymoedigen	blijmoedigen
blymoedicheyt	blijmoedigheid
blydschap	blijdschap
blydhertich	blijhartig
blyden-bootschapper	blijden_boodschapper
blusschet	uitblust
blussche	blusse
bluschvaten	blusvaten
bluscht	blust
bloodt	bloot
bloode	blode
blonck	blonk
bloeyende	bloeiende
bloetvrient	bloedvriend
bloetstortingen	bloedstortingen
bloethuyses	bloedhuizes
bloetgierige	bloedgierige
bloetgerichten	bloedgerichten
bloet-wrekers	bloedwrekers
bloet-vrientschap	bloedvriendschap
bloet-verwanten	bloedverwanten
bloet-suyger	bloedzuiger
bloet-schulden	bloedschulden
bloessemde	bloesemde
bloedtverwanten	bloedverwanten
bloeds	bloeds
bloed-vloeyen	bloedvloeien
bloed-stortinge	bloedstorting
blixemt	bliksem
blixems	bliksems
blints	blinds
blindt-geborenen	blindgeborenen
blinckende-coper	blinkend_koper
blinckend	blinkend
blijtschaps	blijdschap
blijschap	blijdschap
blijfter	blijft_er
blijft'er	blijft_er
blijdt	blij
blijden	blijden
blijdelijck	blijdelijk
blicksemt	bliksemt
blevender	bleven_er
bles	bles
bleetingen	geblaat
bleeffer	bleef
bleeckheyt	bleekheid
bleeck	bleek
blauwen	blauwe
blats	blad
blastum	blastus
blasende	blazende
blase	blaas
blanckettedet	blankettet
blanckettede	blankette
blancketsel	blanketsel
blanck	blank
blaeuwen	hemelsblauwen
blaesbalck	blaasbalg
bizjotheia	biz-jotheja
bitterlick-bedroefden	bitterlijk_bedroefden
bithron	bithron
biter	bitter
bint	bindt
binnenwaert	binnenwaarts
binnenste-gedachte	binnenste_gedachte
binnencameren	binnenkameren
binnen-voorhof	binnenvoorhof
binnen-poorte	binnenpoort
binnen-kamers	binnenkamers
binnen-camer	binnenkamer
bindet	bindt
binde	bindt
billickheyt	billijkheid
billicke-voorwaerden	billijke_voorwaarden
billicke	billijke
bilials	belials
bijven	blijven
bijtende	bijtende
bijenswerm	bijenzwerm
bieken	bakten
biddinge	bidding
beërothiter	beerothiet
beërothiten	beerothieten
beër-seba	:_beer-seba
bezijden	bezijden
bezaeydet	bezaaidet
bezaeydese	bezaaide_haar
bezaeyde	bezaaide
bezadinge	bezading
bezadicht	bezadigd
bewyst	lankmoedigheid
bewoonlicke-plaetsen	bewoonbare_plaatsen
bewooninge	bewoning
bewoone	bewone
bewondt	bewond
bewolckt	bewolkt
bewist	bewust
bewindsel	bewindsel
bewillinge	bewilliging
bewillight	bewilligd
bewillighde	bewilligde
bewilliget	bewilligd
bewilligde	bewilligde
bewillicht	bewillig
bewillichden	bewilligden
bewijsinge	bewijzing
bewijs-redenen	bewijsredenen
bewierp	bewierp
bewesenis	bewezen_is
bewese	bewees
bewerpt	bewerp
beweginghen	bewegingen
bewegelicke	bewegelijke
bewege	bewege
beweest	beweest
beweenens	bewenens
beweenende	bewenende
beweene	beween
beweegtse	beweeg_ze
beweeghlicke	bewegelijke
beweeghlick	bewegelijk
beweegh-redenen	beweegredenen
beweegdet	bewoogt
beweegdese	bewoog_ze
beweegden	bewogen
beweegborst	beweegborst
beweeg-offers	beweegoffers
beweechoffers	beweegoffers
beweechdese	bewoog_hen
beweechden	bewogen
beweech-offeren	beweegofferen
beweech-brooden	beweegbroden
beweech-borst	beweegborst
bewaterdet	bewaterdet
bewaret	bewaart
bewaren't	bewaren
bewandt	bewond
bewandelt	bewandelt
bewaert’et	bewaart
bewaerdt	bewaard
bewaerders	bewaarders
bevrydinge	bevrijding
bevrijdtse	bevrijd_ze
bevrijddese	bevrijdde_hen
bevrijddense	bevrijdden_zij
bevrienden	bevrienden
bevredigen	bevredigen
bevredicht	bevredigd
bevorderlick	bevorderlijk
bevorderden	bevorderden
bevoordert	bevorder
bevontse	bevond_haar
bevolgen	bevolen
bevochtinge	bevochtiging
bevochticht	bevochtigt
bevinghse	beving
beviel	beviel
bevet	beeft
bevestiginge	bevestiging
bevestichden	bevestigden
bevelhebberen	bevelhebbers
bevelende	bevelende
bevel-hebber	bevelhebber
beve	beve
bevanghen	bevangen
bevange	bevange
bevallich	bevallig
bevalen'se	bevalen_hen
beurse	beurs
beukelaer	beukelaar
beuck-hamers	beukhamers
betuyningen	betuiningen
betuyninge	betuining
betuynen	betuinen
betuyghden	betuigden
betuyge’t	betuig_het
betuyget	betuigt
betrouwende	betrouwende
betrouwden	betrouwden
betreuren	betreuren
betredinge	betreding
betreckt	betrekt
betraedt	betradt
betrachtende	betrachtende
betrachte	betrachte
betracht	betracht
betoovert	betoverd
betoonde	betoonde
betolien	betolië_vijfenvijftig
bethsemes	beth-semes
bethrapha	beth-rafa
bethogla	beth-hogla
bethlomon	bethlomon
bethlehemiters	bethlehemiet
bethlehemiter	bethlehemiet
bethjesimoth	beth-jesimoth
bethels	bethel
betheliter	betheliet
bethcar	beth-kar
bethasmon	tweeënveertig
betharaba	beth-araba
